Category,Colors,Description,ItemId,Material_And_Care,PaginationImages,Sizes,Title,currentPrice,originalPrice,url
Home->Clothing->Tops and Blouses->Geo Cuffed Top,"["" Winter White ""]","We've paired softly shirred sleeves with tailored button cuffs, for a modern play on everyday suiting. Crew neck. Long sleeves with shirred sleeve caps and button closure. Shirttail hem.",497194," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/497194_9192""
""http://anninc.scene7.com/is/image/AN/497194_9192_ALT1""]","["" XXS "","" XXL ""]",Geo Cuffed Top,54,50,https://www.anntaylor.com/geo-cuffed-top/497194
Home->Accessories->Jewelry->Mother Of Pearl Flower Station Necklace,"["" Gold "","" Silver ""]","Stations of shimmery mother-of-pearl discs add iridescent luster to any ensemble. 40"" length.",497088," , Imported ","[""http://anninc.scene7.com/is/image/AN/497088_3019""
""http://anninc.scene7.com/is/image/AN/497088_3019_ALT1""
""http://anninc.scene7.com/is/image/AN/497088_3019_ALT2""]","["" ONE SIZE ""]",Mother Of Pearl Flower Station Necklace,49,49,https://www.anntaylor.com/mother-of-pearl-flower-station-necklace/497088
Home->Clothing->Sweaters->Tipped Cropped Open Cardigan,"["" Pink Dust ""]","Perfect for layering, our tipped open cardigan freshens your wardrobe with a cropped cut and season-perfect palette. Open front. 3/4 sleeves. Ribbed neckline, cuffs and hem.",498055," , 52% Acrylic, 48% Wool , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/498055_0845""
""http://anninc.scene7.com/is/image/AN/498055_0845_ALT1""]","["" XS "","" S "","" M "","" L ""]",Tipped Cropped Open Cardigan,59,50,https://www.anntaylor.com/tipped-cropped-open-cardigan/498055
Home->Clothing->Pants->Button Tab Wide Leg Pants,"["" Black ""]","Endlessly polished, this wide leg pair gets even more refined with a smart button tab waistband. Front zip with hook-and-bar closure. Onseam pockets. Back besom pockets.",488554," , 71% Polyester, 25% Rayon, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488554_2222http://anninc.scene7.com/is/image/AN/488554_2222http://anninc.scene7.com/is/image/AN/488554_2222http://anninc.scene7.com/is/image/AN/488554_2222""
""http://anninc.scene7.com/is/image/AN/488554_2222_ALT1http://anninc.scene7.com/is/image/AN/488554_2222_ALT1http://anninc.scene7.com/is/image/AN/488554_2222_ALT1http://anninc.scene7.com/is/image/AN/488554_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/488554_2222_ALT2http://anninc.scene7.com/is/image/AN/488554_2222_ALT2http://anninc.scene7.com/is/image/AN/488554_2222_ALT2http://anninc.scene7.com/is/image/AN/488554_2222_ALT2""]","["" 0 "","" 2 "","" 10 ""]",Button Tab Wide Leg Pants,99,109,https://www.anntaylor.com/button-tab-wide-leg-pants/488554
Home->Accessories->Jewelry->Pearlized Strand Necklace,"["" Ivory ""]","Our triple-strand pearlized bracelet is a beautifully polished addition to your accessory wardrobe. Lobster claw closure. 28"" long.",496910," , Imported ","[""http://anninc.scene7.com/is/image/AN/496910_9129""
""http://anninc.scene7.com/is/image/AN/496910_9129_ALT1""
""http://anninc.scene7.com/is/image/AN/496910_9129_ALT2""]","["" ONE SIZE ""]",Pearlized Strand Necklace,50,50,https://www.anntaylor.com/pearlized-strand-necklace/496910
Home->Accessories->Sunglasses & Readers->Pantos Round Sunglasses,"["" Navy Blue "","" Tortoise Brown "","" Candid Pink "","" Soft Dove ""]","With clean rounded frames, this modern pair earns a place in the sun. 100% UV protection. California Proposition 65 ",464697," , N/A , , Imported ","[""http://anninc.scene7.com/is/image/AN/464697_5676""
""http://anninc.scene7.com/is/image/AN/464697_5676_ALT1""]","["" ONE SIZE ""]",Pantos Round Sunglasses,48,48,https://www.anntaylor.com/pantos-round-sunglasses/464697
Home->Clothing->Skirts->Petite Plaid Tie Waist Pleated Skirt,"["" Black ""]","Breeze through the season in this softly swirled skirt, refined with smart plaid, pretty pleats, and a feminine tie waist. Self tie belt. Lined.",492092," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/492092_2222http://anninc.scene7.com/is/image/AN/492092_2222http://anninc.scene7.com/is/image/AN/492092_2222http://anninc.scene7.com/is/image/AN/492092_2222""
""http://anninc.scene7.com/is/image/AN/492092_2222_ALT1http://anninc.scene7.com/is/image/AN/492092_2222_ALT1http://anninc.scene7.com/is/image/AN/492092_2222_ALT1http://anninc.scene7.com/is/image/AN/492092_2222_ALT1http://anninc.scene7.com/is/image/AN/492092_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/492092_2222_ALT2http://anninc.scene7.com/is/image/AN/492092_2222_ALT2http://anninc.scene7.com/is/image/AN/492092_2222_ALT2http://anninc.scene7.com/is/image/AN/492092_2222_ALT2http://anninc.scene7.com/is/image/AN/492092_2222_ALT2""]","["" 12 ""]",Petite Plaid Tie Waist Pleated Skirt,89,109,https://www.anntaylor.com/petite-plaid-tie-waist-pleated-skirt/492092
Home->Suits->All Suits->The Petite Straight Leg Pant In Glen Plaid,"["" Black / White ""]","The perfect wear-with-all pants - done in glen plaid with a touch of stretch for a refined, streamlined fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.",492289," , 63% Polyester, 34% Viscose, 3% Elastane , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/492289_6133http://anninc.scene7.com/is/image/AN/492289_6133http://anninc.scene7.com/is/image/AN/492289_6133http://anninc.scene7.com/is/image/AN/492289_6133""
""http://anninc.scene7.com/is/image/AN/492289_6133_ALT1http://anninc.scene7.com/is/image/AN/492289_6133_ALT1http://anninc.scene7.com/is/image/AN/492289_6133_ALT1http://anninc.scene7.com/is/image/AN/492289_6133_ALT1http://anninc.scene7.com/is/image/AN/492289_6133_ALT1""
""http://anninc.scene7.com/is/image/AN/492289_6133_ALT2http://anninc.scene7.com/is/image/AN/492289_6133_ALT2http://anninc.scene7.com/is/image/AN/492289_6133_ALT2http://anninc.scene7.com/is/image/AN/492289_6133_ALT2http://anninc.scene7.com/is/image/AN/492289_6133_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",The Petite Straight Leg Pant In Glen Plaid,109,109,https://www.anntaylor.com/the-petite-straight-leg-pant-in-glen-plaid/492289
Home->Clothing->Pants->Petite Walking Shorts,"[""  White - Online Exclusive ""]","Our longest shorts always step things up in style. Refined in crisp cotton, our walking shorts have a touch of stretch for an endlessly flattering fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back welt pockets. Side slits.",495241," , 87% Cotton, 3% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495241_9000""
""http://anninc.scene7.com/is/image/AN/495241_9000_ALT1""
""http://anninc.scene7.com/is/image/AN/495241_9000_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Walking Shorts,49,49,https://www.anntaylor.com/petite-walking-shorts/495241
Home->Clothing->Pants->Petite Curvy Walking Shorts,"[""  Atlantic Navy - Online Exclusive "",""  Black - Online Exclusive "",""  Coastal Beige - Online Exclusive ""]","Our longest shorts always step things up in style. Refined in crisp cotton, our walking shorts have a touch of stretch for an endlessly flattering fit. Fuller through the hip and thigh. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back welt pockets. Side slits.",495429," , 98% Cotton, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495429_2158""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Curvy Walking Shorts,49,49,https://www.anntaylor.com/petite-curvy-walking-shorts/495429
Home->Clothing->Tops and Blouses->Petite 3/4 Sleeve Boatneck Luxe Tee,"["" Black "","" White "","" Green Eden ""]","Expertly tailored for an impeccable fit, this soft and stretchy tee elevates your wardrobe with a covetably luxe touch. Boatneck. 3/4 sleeves.",495653," , 92% Cotton, 8% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495653_2222""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite 3/4 Sleeve Boatneck Luxe Tee,44,44,https://www.anntaylor.com/petite-32f4-sleeve-boatneck-luxe-tee/495653
Home->Clothing->Tops and Blouses->Stripe Pleated Cuff Blouse,"[""  Graceful Peach - Online Exclusive ""]","Refined with crisply pleated cuffs, our button down blouse is a welcome addition to the fashion fold. Mandarin collar. Long sleeves with pleated button cuffs. Hidden button front. Shirttail hem.",500476," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500476_7761http://anninc.scene7.com/is/image/AN/500476_7761http://anninc.scene7.com/is/image/AN/500476_7761http://anninc.scene7.com/is/image/AN/500476_7761""
""http://anninc.scene7.com/is/image/AN/500476_7761_ALT1http://anninc.scene7.com/is/image/AN/500476_7761_ALT1http://anninc.scene7.com/is/image/AN/500476_7761_ALT1http://anninc.scene7.com/is/image/AN/500476_7761_ALT1http://anninc.scene7.com/is/image/AN/500476_7761_ALT1""
""http://anninc.scene7.com/is/image/AN/500476_7761_ALT2http://anninc.scene7.com/is/image/AN/500476_7761_ALT2http://anninc.scene7.com/is/image/AN/500476_7761_ALT2http://anninc.scene7.com/is/image/AN/500476_7761_ALT2http://anninc.scene7.com/is/image/AN/500476_7761_ALT2""]","["" M "","" L "","" XL "","" XXL ""]",Stripe Pleated Cuff Blouse,69,50,https://www.anntaylor.com/stripe-pleated-cuff-blouse/500476
Home->Clothing->Tops and Blouses->Pintucked Shell,"["" Khaki Moss ""]",Pretty pintucks and fluid lines make this mixed media shell a silhouette for all seasons. Jewel neck. Sleeveless. Shirttail hem. Woven front. Knit back.,501286," , 95% Polyester, 5% Spandex , , Imported ","[""http://anninc.scene7.com/is/image/AN/501286_8873""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Pintucked Shell,49,50,https://www.anntaylor.com/pintucked-shell/501286
Home->Clothing->Tops and Blouses->Mixed Media Wrap Bodysuit,"[""  Black - Online Exclusive "",""  Khaki Moss - Online Exclusive ""]","With a smooth woven front and soft knit back, our wrap-style bodysuit is set to become your new wardrobe essential. V-neck with hidden snap closure. Long sleeves with button cuffs. Front waist pleats. Snap closure.",488906," , Knit: 95% Polyester, 5% Spandex, Woven: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488906_8873""
""http://anninc.scene7.com/is/image/AN/488906_8873_MKTG1""
""http://anninc.scene7.com/is/image/AN/488906_8873_MKTG2""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Mixed Media Wrap Bodysuit,50,50,https://www.anntaylor.com/mixed-media-wrap-bodysuit/488906
Home->Clothing->Tops and Blouses->Tipped Mixed Media Top,"["" Black "","" Winter Violet ""]","Defined with tipped trim, this everyday essential mixes it up with a smooth woven front and soft knit back. Jewel neck. 3/4 sleeves. Side slits.",494864," , Front/Sleeves: 100% Polyester, Back: 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494864_2222""
""http://anninc.scene7.com/is/image/AN/494864_2222_ALT1""]","["" XXS "","" XS "","" S "","" M ""]",Tipped Mixed Media Top,64,50,https://www.anntaylor.com/tipped-mixed-media-top/494864
Home->Clothing->Skirts->Chevron Button Knit Pencil Skirt,"["" Black Multi ""]","Punctuated with button trim, our chevron pencil skirt makes waves - with effortless polish. Elasticized waistband. Hidden back zipper with hook-and-eye closure. Lined.",489664," , Shell: 70% Polyester, 28% Rayon, 2% Spandex, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/489664_6615http://anninc.scene7.com/is/image/AN/489664_6615http://anninc.scene7.com/is/image/AN/489664_6615http://anninc.scene7.com/is/image/AN/489664_6615""
""http://anninc.scene7.com/is/image/AN/489664_6615_ALT1http://anninc.scene7.com/is/image/AN/489664_6615_ALT1http://anninc.scene7.com/is/image/AN/489664_6615_ALT1http://anninc.scene7.com/is/image/AN/489664_6615_ALT1http://anninc.scene7.com/is/image/AN/489664_6615_ALT1""
""http://anninc.scene7.com/is/image/AN/489664_6615_ALT2http://anninc.scene7.com/is/image/AN/489664_6615_ALT2http://anninc.scene7.com/is/image/AN/489664_6615_ALT2http://anninc.scene7.com/is/image/AN/489664_6615_ALT2http://anninc.scene7.com/is/image/AN/489664_6615_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Chevron Button Knit Pencil Skirt,89,89,https://www.anntaylor.com/chevron-button-knit-pencil-skirt/489664
Home->Clothing->Pants->The Tall Ankle Pant In Cotton Twill,"[""  Atlantic Navy - Online Exclusive "",""  Black - Online Exclusive ""]",A silhouette with lean symmetry and a custom-tailored feel - in cotton twill. Front zip with hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.,460008," , 88% Cotton, 12% Elastane , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/460008_2222""
""http://anninc.scene7.com/is/image/AN/460008_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/460008_2222_ALT2""]","["" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Tall Ankle Pant In Cotton Twill,89,89,https://www.anntaylor.com/the-tall-ankle-pant-in-cotton-twill/460008
Home->Clothing->Skirts->A-Line Sweater Skirt,"["" Ivy Green ""]","Subtly flared in a just-right length, our A-line sweater skirt is the perfect pairing for crisp days and nights. Elasticized waistband.",483101," , 43% Acrylic, 40% Wool, 15% Nylon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/483101_5902http://anninc.scene7.com/is/image/AN/483101_5902http://anninc.scene7.com/is/image/AN/483101_5902http://anninc.scene7.com/is/image/AN/483101_5902""
""http://anninc.scene7.com/is/image/AN/483101_5902_ALT1http://anninc.scene7.com/is/image/AN/483101_5902_ALT1http://anninc.scene7.com/is/image/AN/483101_5902_ALT1http://anninc.scene7.com/is/image/AN/483101_5902_ALT1http://anninc.scene7.com/is/image/AN/483101_5902_ALT1""
""http://anninc.scene7.com/is/image/AN/483101_5902_ALT2http://anninc.scene7.com/is/image/AN/483101_5902_ALT2http://anninc.scene7.com/is/image/AN/483101_5902_ALT2http://anninc.scene7.com/is/image/AN/483101_5902_ALT2http://anninc.scene7.com/is/image/AN/483101_5902_ALT2""]","["" XS "","" S ""]",A-Line Sweater Skirt,79,98,https://www.anntaylor.com/a-line-sweater-skirt/483101
Home->Suits->All Suits->The Tall Trouser Pant In Sharkskin - Curvy Fit,"[""  Iced Slate - Online Exclusive ""]","The perfect wear-with-all pants - made in seasonless sharkskin with a touch of stretch for a refined, streamlined fit. Proportional contouring with suit-like, tailored detailing. Lean through the hip and thigh. Contoured curtain waistband offers extra tailoring detail for a better fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.",445372," , 69% Polyester, 29% Rayon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/445372_6039http://anninc.scene7.com/is/image/AN/445372_6039http://anninc.scene7.com/is/image/AN/445372_6039http://anninc.scene7.com/is/image/AN/445372_6039""
""http://anninc.scene7.com/is/image/AN/445372_6039_ALT1http://anninc.scene7.com/is/image/AN/445372_6039_ALT1http://anninc.scene7.com/is/image/AN/445372_6039_ALT1http://anninc.scene7.com/is/image/AN/445372_6039_ALT1http://anninc.scene7.com/is/image/AN/445372_6039_ALT1""
""http://anninc.scene7.com/is/image/AN/445372_6039_ALT2http://anninc.scene7.com/is/image/AN/445372_6039_ALT2http://anninc.scene7.com/is/image/AN/445372_6039_ALT2http://anninc.scene7.com/is/image/AN/445372_6039_ALT2http://anninc.scene7.com/is/image/AN/445372_6039_ALT2""]","["" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Tall Trouser Pant In Sharkskin - Curvy Fit,98,98,https://www.anntaylor.com/the-tall-trouser-pant-in-sharkskin-curvy-fit/445372
Home->Clothing->Pants->The Petite Cotton Crop Pant,"["" Atlantic Navy "","" Black "",""  Dove Grey - Online Exclusive "",""  Coastal Beige - Online Exclusive ""]","Give your wardrobe an instant upgrade with this essential pair, outfitted with clean lines and an amazingly flattering fit. Front zip with button closure. Belt loops. Front and back welt pockets. Side slits at ankle.",496494," , 98% Cotton, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496494_2222""
""http://anninc.scene7.com/is/image/AN/496494_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/496494_2222_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",The Petite Cotton Crop Pant,69,69,https://www.anntaylor.com/the-petite-cotton-crop-pant/496494
Home->Accessories->Hair Accessories->Two Pack Clips,"["" White ""]",,503435," , N/A ","[""http://anninc.scene7.com/is/image/AN/503435_9000""]","["" ONE SIZE ""]",Two Pack Clips,19,19,https://www.anntaylor.com/two-pack-clips/503435
Home->Clothing->Tops and Blouses->Petite Ponte Split Neck Top,"[""  Black - Online Exclusive "",""  Green Eden - Online Exclusive ""]","Made in a smooth - yet structured - ponte knit, our split neck top styles an amazingly flattering silhouette. Split neck. Short sleeves.",501689," , 65% Rayon, 31% Polyester, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501689_2222""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Ponte Split Neck Top,50,50,https://www.anntaylor.com/petite-ponte-split-neck-top/501689
Home->Clothing->Tops and Blouses->Petite Side Knot Top,"["" Black "","" Powdered Cerulean ""]","Cinched with a flattering side knot, our beautifully draped knit puts a modern twist on everyday dressing. Jewel neck. Long sleeves. Split front peplum.",500211," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500211_2222""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Side Knot Top,50,50,https://www.anntaylor.com/petite-side-knot-top/500211
Home->Clothing->Tops and Blouses->Petite Stripe Tunic Tee,"["" Winter White ""]","Meet your real-life uniform: this is Luxewear. Every day. Every wear. Perfect for mixing and matching, our tunic tee features an overlapped shirttail hem for an extra flattering effect. Jewel neck. Short sleeves. Shirttail hem.",496217," , 97% Rayon, 3% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496217_9192""
""http://anninc.scene7.com/is/image/AN/496217_9192_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Stripe Tunic Tee,39,39,https://www.anntaylor.com/petite-stripe-tunic-tee/496217
Home->Clothing->Tops and Blouses->Petite Stripe Camp Shirt,"[""  Night Sky - Online Exclusive ""]","We've updated our camp shirt with a covered button front and extra shirring, for a fluid and streamlined silhouette that works anywhere. Point collar. Long sleeves with button cuffs. Hidden button front placket with pleat beneath. Front flap patch pockets. Shirred forward shoulder seams and back yoke. Shirttail hem.",495475," , 100%Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495475_1362""
""http://anninc.scene7.com/is/image/AN/495475_1362_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Stripe Camp Shirt,50,50,https://www.anntaylor.com/petite-stripe-camp-shirt/495475
Home->Suits->All Suits->The Long Two-Button Blazer in Seasonless Stretch,"["" Perfect Navy "","" Black ""]","Designed to wear anywhere, anytime, any way you like, this ready-to-wear blazer is made with our endlessly flattering all-season stretch fabric. Notched lapel. Long button-open sleeves allow for versatility in styling. Two-button front. Front besom pockets. Back vent. Lined.",488609," , Shell: 48% Polyester, 48% Rayon, 4% Spandex, Body Lining: 100% Polyester, Sleeve Lining:95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488609_0352""
""http://anninc.scene7.com/is/image/AN/488609_0352_ALT1""
""http://anninc.scene7.com/is/image/AN/488609_0352_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Long Two-Button Blazer in Seasonless Stretch,169,169,https://www.anntaylor.com/the-long-two-button-blazer-in-seasonless-stretch/488609
Home->Clothing->Sweaters->Sleeveless Peplum Sweater,"["" Winter White "","" Night Sky ""]","Designed in an array of easy-to-style colors, this pretty peplum tops off a look with just the right touch of feminine flounce. Jewel neck. Sleeveless. Peplum hem.",476564," , 76% Viscose, 24% Nylon , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/476564_1362""
""http://anninc.scene7.com/is/image/AN/476564_1362_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Sleeveless Peplum Sweater,49,49,https://www.anntaylor.com/sleeveless-peplum-sweater/476564
Home->Clothing->Tops and Blouses->Marled Tunic Tee,"["" Ash Heather "","" Black Multi "",""  Light Blue Heather - Online Exclusive ""]","Perfect for mixing and matching, our marled tee is styled in a tunic length for an extra flattering effect. Jewel neck. Long sleeves. Shirttail hem.",484157," , 82% Rayon, 15% Polyester, 3% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/484157_2883""
""http://anninc.scene7.com/is/image/AN/484157_2883_ALT1""
""http://anninc.scene7.com/is/image/AN/484157_2883_ALT2""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Marled Tunic Tee,44,44,https://www.anntaylor.com/marled-tunic-tee/484157
Home->Clothing->Sweaters->Belted Tunic Sweater,"["" Pink Dust "","" Night Sky ""]","Cinched with a wraparound tie belt, this tunic-length sweater is one of our most flattering silhouettes. V-neck. Long sleeves. Self tie belt. Side slits.",494031," , 63% Viscose, 37% Nylon , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494031_1362""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Belted Tunic Sweater,69,50,https://www.anntaylor.com/belted-tunic-sweater/494031
Home->Clothing->Jeans->Petite Performance Stretch Boot Cut Jeans in Evening Sea Wash,"["" Evening Sea Wash ""]","Designed with a touch of stretch for perfect fit, our boot cut denim jeans are the season's wear-with-all pair. Front zip with button closure. Belt loops. Classic five-pocket styling.",477488," , 66% Cotton, 15% Modal, 10% Lyocell, 7% Elasterell, 2% Lycra Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/477488_1136""
""http://anninc.scene7.com/is/image/AN/477488_1136_ALT1""
""http://anninc.scene7.com/is/image/AN/477488_1136_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Performance Stretch Boot Cut Jeans in Evening Sea Wash,89,89,https://www.anntaylor.com/petite-performance-stretch-boot-cut-jeans-in-evening-sea-wash/477488
Home->Clothing->Jeans->Petite Curvy Performance Stretch Skinny Jeans In Classic Blue Wash,"[""  Classic Blue Wash - Online Exclusive ""]","Here’s the skinny: your favorite jeans just got a major upgrade. Maximum stretch and recovery. Our most flattering fit. Looks as good at 9 P.M. as it did at 9 A.M. (A.K.A., it doesn’t stretch out). Specially designed with LYCRA® to help smooth your silhouette for comfort and freedom of movement, as well as modal and tencel for a super soft feel. Front zip with button closure. Belt loops. Classic five-pocket styling.",495821," , 66% Cotton, 15% Modal, 10% Lyocell, 7% Elasterell, 2% Lycra Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495821_9617""
""http://anninc.scene7.com/is/image/AN/495821_9617_ALT1""
""http://anninc.scene7.com/is/image/AN/495821_9617_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Curvy Performance Stretch Skinny Jeans In Classic Blue Wash,89,89,https://www.anntaylor.com/petite-curvy-performance-stretch-skinny-jeans-in-classic-blue-wash/495821
Home->Clothing->Jeans->Petite Performance Stretch Skinny Jeans In Classic Blue Wash,"["" Classic Blue Wash ""]","Here’s the skinny: your favorite jeans just got a major upgrade. Maximum stretch and recovery. Our most flattering fit. Looks as good at 9 P.M. as it did at 9 A.M. (A.K.A., it doesn’t stretch out). Specially designed with LYCRA® to help smooth your silhouette for comfort and freedom of movement, as well as modal and tencel for a super soft feel. Front zip with button closure. Belt loops. Classic five-pocket styling.",495819," , 66% Cotton, 15% Modal, 10% Lyocell, 7% Elasterell, 2% Lycra Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495819_9617""
""http://anninc.scene7.com/is/image/AN/495819_9617_ALT1""
""http://anninc.scene7.com/is/image/AN/495819_9617_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Performance Stretch Skinny Jeans In Classic Blue Wash,89,89,https://www.anntaylor.com/petite-performance-stretch-skinny-jeans-in-classic-blue-wash/495819
Home->Clothing->Tops and Blouses->Petite Ponte Cap Sleeve Top,"[""  Icy Grey - Online Exclusive "",""  Shady Sapphire - Online Exclusive ""]","Smartly seamed for flattering definition, our smooth ponte knit takes you from morning meeting to evening outing. V-neck. Cap sleeves.",496213," , 65% Rayon, 31% Polyester, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496213_8703""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Ponte Cap Sleeve Top,50,50,https://www.anntaylor.com/petite-ponte-cap-sleeve-top/496213
Home->Suits->All Suits->The Petite Straight Pant In Crosshatch,"["" Grey Multi ""]","The perfect wear-with-all pants - done in smart crosshatch with a touch of stretch for a refined, streamlined fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.",496789," , 66% Polyester, 32% Rayon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496789_6103""
""http://anninc.scene7.com/is/image/AN/496789_6103_ALT1""
""http://anninc.scene7.com/is/image/AN/496789_6103_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",The Petite Straight Pant In Crosshatch,109,109,https://www.anntaylor.com/the-petite-straight-pant-in-crosshatch/496789
Home->Clothing->Tops and Blouses->Petite Fringe Tweed Boatneck Top,"[""  Aquifer - Online Exclusive ""]","Woven with richly textured tweed, our fringe-trimmed top takes your look above the fray. Boatneck. 3/4 sleeves. Hidden side zipper. Lined.",496639," , 56% Acrylic, 44% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496639_2694""
""http://anninc.scene7.com/is/image/AN/496639_2694_ALT1""
""http://anninc.scene7.com/is/image/AN/496639_2694_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 16 ""]",Petite Fringe Tweed Boatneck Top,98,98,https://www.anntaylor.com/petite-fringe-tweed-boatneck-top/496639
Home->Accessories->Jewelry->Twisted Pearlized Statement Necklace,"["" Silver "","" Ivory ""]","Layer on the luster with high gloss accessories, like our luxe pearlized twist necklace. Lobster claw clasp. 17"" length with 2"" extender.",501209," , Imported ","[""http://anninc.scene7.com/is/image/AN/501209_6001""
""http://anninc.scene7.com/is/image/AN/501209_6001_ALT1""
""http://anninc.scene7.com/is/image/AN/501209_6001_ALT2""]","["" ONE SIZE ""]",Twisted Pearlized Statement Necklace,50,50,https://www.anntaylor.com/twisted-pearlized-statement-necklace/501209
